date,equity,cash,positions
2024-10-11 00:00:00+00:00,20.0,20.0,0
2024-10-12 00:00:00+00:00,20.0,20.0,0
2024-10-13 00:00:00+00:00,20.0,20.0,0
2024-10-14 00:00:00+00:00,20.0,20.0,0
2024-10-15 00:00:00+00:00,20.0,20.0,0
2024-10-16 00:00:00+00:00,20.0,20.0,0
2024-10-17 00:00:00+00:00,20.0,20.0,0
2024-10-18 00:00:00+00:00,20.0,20.0,0
2024-10-19 00:00:00+00:00,20.0,20.0,0
2024-10-20 00:00:00+00:00,20.0,20.0,0
2024-10-21 00:00:00+00:00,20.0,20.0,0
2024-10-22 00:00:00+00:00,20.0,20.0,0
2024-10-23 00:00:00+00:00,20.0,20.0,0
2024-10-24 00:00:00+00:00,20.0,20.0,0
2024-10-25 00:00:00+00:00,20.53486704472728,7.76821096059769,3
2024-10-26 00:00:00+00:00,19.985320397978445,7.76821096059769,3
2024-10-27 00:00:00+00:00,20.14302297646504,7.76821096059769,3
2024-10-28 00:00:00+00:00,20.104132254604156,7.76821096059769,3
2024-10-29 00:00:00+00:00,20.29191593513153,7.76821096059769,3
2024-10-30 00:00:00+00:00,21.121341731528858,7.76821096059769,3
2024-10-31 00:00:00+00:00,21.145048361102063,7.76821096059769,3
2024-11-01 00:00:00+00:00,20.73882251787748,7.76821096059769,3
2024-11-02 00:00:00+00:00,20.741216113262215,7.76821096059769,3
2024-11-03 00:00:00+00:00,20.54937133063143,7.76821096059769,3
2024-11-04 00:00:00+00:00,20.610475383243234,7.76821096059769,3
2024-11-05 00:00:00+00:00,20.3205474527239,7.76821096059769,3
2024-11-06 00:00:00+00:00,20.751805073209944,7.76821096059769,3
2024-11-07 00:00:00+00:00,21.838132280941796,7.76821096059769,3
2024-11-08 00:00:00+00:00,19.683980274063437,11.105013640060395,2
2024-11-09 00:00:00+00:00,19.72396993773141,11.105013640060395,2
2024-11-10 00:00:00+00:00,19.713144014974077,11.105013640060395,2
2024-11-11 00:00:00+00:00,19.950539396028528,11.105013640060395,2
2024-11-12 00:00:00+00:00,20.430528272577302,11.105013640060395,2
2024-11-13 00:00:00+00:00,20.432239083910062,11.105013640060395,2
2024-11-14 00:00:00+00:00,20.54704391377953,11.105013640060395,2
2024-11-15 00:00:00+00:00,20.38421490121652,11.105013640060395,2
2024-11-16 00:00:00+00:00,20.584409727944774,11.105013640060395,2
2024-11-17 00:00:00+00:00,20.568848368749002,11.105013640060395,2
2024-11-18 00:00:00+00:00,20.52624056218047,11.105013640060395,2
2024-11-19 00:00:00+00:00,20.569355977059203,11.105013640060395,2
2024-11-20 00:00:00+00:00,20.656948181238626,11.105013640060395,2
2024-11-21 00:00:00+00:00,20.777112028287576,11.105013640060395,2
2024-11-22 00:00:00+00:00,27.13249372388221,3.860148263839647,4
2024-11-23 00:00:00+00:00,28.85141057522429,3.860148263839647,4
2024-11-24 00:00:00+00:00,29.130997957078804,3.860148263839647,4
2024-11-25 00:00:00+00:00,28.715550554724544,3.860148263839647,4
2024-11-26 00:00:00+00:00,27.30278478124038,3.860148263839647,4
2024-11-27 00:00:00+00:00,27.813091966709916,3.860148263839647,4
2024-11-28 00:00:00+00:00,28.563412084550272,3.860148263839647,4
2024-11-29 00:00:00+00:00,28.73751442952433,3.860148263839647,4
2024-11-30 00:00:00+00:00,29.36945483545535,3.860148263839647,4
2024-12-01 00:00:00+00:00,29.32234402415046,3.860148263839647,4
2024-12-02 00:00:00+00:00,29.99293132924135,3.860148263839647,4
2024-12-03 00:00:00+00:00,30.294933217234743,3.860148263839647,4
2024-12-04 00:00:00+00:00,30.855779181511863,3.860148263839647,4
2024-12-05 00:00:00+00:00,30.775467046890547,3.860148263839647,4
2024-12-06 00:00:00+00:00,33.112550121740966,15.523872369387707,2
2024-12-07 00:00:00+00:00,34.04541834730009,15.523872369387707,2
2024-12-08 00:00:00+00:00,34.0741509691332,15.523872369387707,2
2024-12-09 00:00:00+00:00,33.83243721087363,15.523872369387707,2
2024-12-10 00:00:00+00:00,30.82848808678009,15.523872369387707,2
2024-12-11 00:00:00+00:00,31.338241043299423,15.523872369387707,2
2024-12-12 00:00:00+00:00,31.84915653867363,15.523872369387707,2
2024-12-13 00:00:00+00:00,31.856152376272806,15.523872369387707,2
2024-12-14 00:00:00+00:00,32.044317594559814,15.523872369387707,2
2024-12-15 00:00:00+00:00,31.433283394688175,15.523872369387707,2
2024-12-16 00:00:00+00:00,31.894119510008167,15.523872369387707,2
2024-12-17 00:00:00+00:00,31.472839587941742,15.523872369387707,2
2024-12-18 00:00:00+00:00,31.446805833280603,15.523872369387707,2
2024-12-19 00:00:00+00:00,30.236489406962914,15.523872369387707,2
2024-12-20 00:00:00+00:00,30.60672463857336,17.322268480745105,2
2024-12-21 00:00:00+00:00,30.650786797114304,17.322268480745105,2
2024-12-22 00:00:00+00:00,30.507713282692478,17.322268480745105,2
2024-12-23 00:00:00+00:00,30.251713184028834,17.322268480745105,2
2024-12-24 00:00:00+00:00,30.387219188575642,17.322268480745105,2
2024-12-25 00:00:00+00:00,30.875839101515616,17.322268480745105,2
2024-12-26 00:00:00+00:00,30.831475589641936,17.322268480745105,2
2024-12-27 00:00:00+00:00,30.161616305078603,17.322268480745105,2
2024-12-28 00:00:00+00:00,30.03328145305119,17.322268480745105,2
2024-12-29 00:00:00+00:00,30.20667374704383,17.322268480745105,2
2024-12-30 00:00:00+00:00,29.85295943740885,17.322268480745105,2
2024-12-31 00:00:00+00:00,29.668074051725092,17.322268480745105,2
2025-01-01 00:00:00+00:00,29.794396917098137,17.322268480745105,2
2025-01-02 00:00:00+00:00,30.546396824592726,17.322268480745105,2
2025-01-03 00:00:00+00:00,29.851450357769217,23.73065020524877,1
2025-01-04 00:00:00+00:00,29.851531113746134,23.73065020524877,1
2025-01-05 00:00:00+00:00,29.86234360758317,23.73065020524877,1
2025-01-06 00:00:00+00:00,29.855240465374056,23.73065020524877,1
2025-01-07 00:00:00+00:00,29.858422703274126,23.73065020524877,1
2025-01-08 00:00:00+00:00,29.854408313154604,23.73065020524877,1
2025-01-09 00:00:00+00:00,29.852749070061773,23.73065020524877,1
2025-01-10 00:00:00+00:00,29.878724262902544,23.73065020524877,1
2025-01-11 00:00:00+00:00,29.862425215716463,23.73065020524877,1
2025-01-12 00:00:00+00:00,29.861244087880465,23.73065020524877,1
2025-01-13 00:00:00+00:00,29.86500233353143,23.73065020524877,1
2025-01-14 00:00:00+00:00,29.869825618324352,23.73065020524877,1
2025-01-15 00:00:00+00:00,29.864821962552792,23.73065020524877,1
2025-01-16 00:00:00+00:00,29.874705613398145,23.73065020524877,1
2025-01-17 00:00:00+00:00,28.708727005448022,22.57351778465614,1
2025-01-18 00:00:00+00:00,28.700738355350076,22.57351778465614,1
2025-01-19 00:00:00+00:00,28.697232971484013,22.57351778465614,1
2025-01-20 00:00:00+00:00,28.69841512067636,22.57351778465614,1
2025-01-21 00:00:00+00:00,28.658380666045105,22.57351778465614,1
2025-01-22 00:00:00+00:00,28.72381618426113,22.57351778465614,1
2025-01-23 00:00:00+00:00,28.698691529064526,22.57351778465614,1
2025-01-24 00:00:00+00:00,28.697450224015956,22.57351778465614,1
2025-01-25 00:00:00+00:00,28.707980055296133,22.57351778465614,1
2025-01-26 00:00:00+00:00,28.70311867932901,22.57351778465614,1
2025-01-27 00:00:00+00:00,28.691606685794547,22.57351778465614,1
2025-01-28 00:00:00+00:00,28.70498620196983,22.57351778465614,1
2025-01-29 00:00:00+00:00,28.708317725158437,22.57351778465614,1
2025-01-30 00:00:00+00:00,28.6919477918242,22.57351778465614,1
2025-01-31 00:00:00+00:00,28.13195360282989,16.386304375322474,2
2025-02-01 00:00:00+00:00,27.993449717743275,16.386304375322474,2
2025-02-02 00:00:00+00:00,27.904339676562206,16.386304375322474,2
2025-02-03 00:00:00+00:00,27.78133861276055,16.386304375322474,2
2025-02-04 00:00:00+00:00,27.963214885885137,16.386304375322474,2
2025-02-05 00:00:00+00:00,27.78072549950287,16.386304375322474,2
2025-02-06 00:00:00+00:00,27.673198569724054,16.386304375322474,2
2025-02-07 00:00:00+00:00,27.658980549807257,16.386304375322474,2
2025-02-08 00:00:00+00:00,27.68012867060847,16.386304375322474,2
2025-02-09 00:00:00+00:00,27.664906892681174,16.386304375322474,2
2025-02-10 00:00:00+00:00,27.680676321365357,16.386304375322474,2
2025-02-11 00:00:00+00:00,27.711231862844794,16.386304375322474,2
2025-02-12 00:00:00+00:00,27.613095053683992,16.386304375322474,2
2025-02-13 00:00:00+00:00,27.745823183424992,16.386304375322474,2
2025-02-14 00:00:00+00:00,27.325691030612823,21.58539356000452,1
2025-02-15 00:00:00+00:00,27.32677994712951,21.58539356000452,1
2025-02-16 00:00:00+00:00,27.31712685822171,21.58539356000452,1
2025-02-17 00:00:00+00:00,27.312999446992805,21.58539356000452,1
2025-02-18 00:00:00+00:00,27.31194353201579,21.58539356000452,1
2025-02-19 00:00:00+00:00,27.32070783089694,21.58539356000452,1
2025-02-20 00:00:00+00:00,27.319427501318728,21.58539356000452,1
2025-02-21 00:00:00+00:00,27.315015138474166,21.58539356000452,1
2025-02-22 00:00:00+00:00,27.31229705936466,21.58539356000452,1
2025-02-23 00:00:00+00:00,27.320719232380217,21.58539356000452,1
2025-02-24 00:00:00+00:00,27.32219018261533,21.58539356000452,1
2025-02-25 00:00:00+00:00,27.259860240254394,21.58539356000452,1
2025-02-26 00:00:00+00:00,27.322407676651075,21.58539356000452,1
2025-02-27 00:00:00+00:00,27.313966412243474,21.58539356000452,1
2025-02-28 00:00:00+00:00,26.309285498939346,20.83064569413552,1
2025-03-01 00:00:00+00:00,26.28735164192888,20.83064569413552,1
2025-03-02 00:00:00+00:00,26.28662254354097,20.83064569413552,1
2025-03-03 00:00:00+00:00,26.29255936959178,20.83064569413552,1
2025-03-04 00:00:00+00:00,26.294335281803626,20.83064569413552,1
2025-03-05 00:00:00+00:00,26.286942028296483,20.83064569413552,1
2025-03-06 00:00:00+00:00,26.288981496195905,20.83064569413552,1
2025-03-07 00:00:00+00:00,26.285722967576483,20.83064569413552,1
2025-03-08 00:00:00+00:00,26.301527898672582,20.83064569413552,1
2025-03-09 00:00:00+00:00,26.285587233656884,20.83064569413552,1
2025-03-10 00:00:00+00:00,26.27164360121475,20.83064569413552,1
2025-03-11 00:00:00+00:00,26.291263057356034,20.83064569413552,1
2025-03-12 00:00:00+00:00,26.289606455730286,20.83064569413552,1
2025-03-13 00:00:00+00:00,26.289332266938306,20.83064569413552,1
2025-03-14 00:00:00+00:00,25.05315705753683,19.595632231285695,1
2025-03-15 00:00:00+00:00,25.05470436867271,19.595632231285695,1
2025-03-16 00:00:00+00:00,25.059513546261428,19.595632231285695,1
2025-03-17 00:00:00+00:00,25.06045629688186,19.595632231285695,1
2025-03-18 00:00:00+00:00,25.06045308936918,19.595632231285695,1
2025-03-19 00:00:00+00:00,25.0551946628651,19.595632231285695,1
2025-03-20 00:00:00+00:00,25.051357595733897,19.595632231285695,1
2025-03-21 00:00:00+00:00,25.057867953808913,19.595632231285695,1
2025-03-22 00:00:00+00:00,25.05659872627141,19.595632231285695,1
2025-03-23 00:00:00+00:00,25.0535472637172,19.595632231285695,1
2025-03-24 00:00:00+00:00,25.052940830062482,19.595632231285695,1
2025-03-25 00:00:00+00:00,25.049496227295634,19.595632231285695,1
2025-03-26 00:00:00+00:00,25.052434690209715,19.595632231285695,1
2025-03-27 00:00:00+00:00,25.05260649541535,19.595632231285695,1
2025-03-28 00:00:00+00:00,25.640466878135694,9.711517658556978,3
2025-03-29 00:00:00+00:00,25.301118439320916,9.711517658556978,3
2025-03-30 00:00:00+00:00,25.06234833634236,9.711517658556978,3
2025-03-31 00:00:00+00:00,25.021384763269676,9.711517658556978,3
2025-04-01 00:00:00+00:00,25.06169888967721,9.711517658556978,3
2025-04-02 00:00:00+00:00,25.272636419508082,9.711517658556978,3
2025-04-03 00:00:00+00:00,24.863103929499488,9.711517658556978,3
2025-04-04 00:00:00+00:00,24.969219393508858,9.711517658556978,3
2025-04-05 00:00:00+00:00,25.06633098278383,9.711517658556978,3
2025-04-06 00:00:00+00:00,25.02071376998736,9.711517658556978,3
2025-04-07 00:00:00+00:00,24.349792838074638,9.711517658556978,3
2025-04-08 00:00:00+00:00,24.40751901525909,9.711517658556978,3
2025-04-09 00:00:00+00:00,24.22446807116379,9.711517658556978,3
2025-04-10 00:00:00+00:00,24.869809412480045,9.711517658556978,3
2025-04-11 00:00:00+00:00,23.433223956637356,18.39560913830271,1
2025-04-12 00:00:00+00:00,23.410111138389794,18.39560913830271,1
2025-04-13 00:00:00+00:00,23.4080446035424,18.39560913830271,1
2025-04-14 00:00:00+00:00,23.401515034154365,18.39560913830271,1
2025-04-15 00:00:00+00:00,23.399727054063455,18.39560913830271,1
2025-04-16 00:00:00+00:00,23.391407217401877,18.39560913830271,1
2025-04-17 00:00:00+00:00,23.405686367658838,18.39560913830271,1
2025-04-18 00:00:00+00:00,23.410226683015132,18.39560913830271,1
2025-04-19 00:00:00+00:00,23.407399777898764,18.39560913830271,1
2025-04-20 00:00:00+00:00,23.408353534653752,18.39560913830271,1
2025-04-21 00:00:00+00:00,23.404726412632314,18.39560913830271,1
2025-04-22 00:00:00+00:00,23.39968886979696,18.39560913830271,1
2025-04-23 00:00:00+00:00,23.42584711761863,18.39560913830271,1
2025-04-24 00:00:00+00:00,23.405116430949374,18.39560913830271,1
2025-04-25 00:00:00+00:00,24.621656061552738,4.672233886926484,4
2025-04-26 00:00:00+00:00,24.59349724940722,4.672233886926484,4
2025-04-27 00:00:00+00:00,24.839487018281424,4.672233886926484,4
2025-04-28 00:00:00+00:00,24.628483116650685,4.672233886926484,4
2025-04-29 00:00:00+00:00,24.77612189534172,4.672233886926484,4
2025-04-30 00:00:00+00:00,24.591533557056362,4.672233886926484,4
2025-05-01 00:00:00+00:00,24.640351205965715,4.672233886926484,4
2025-05-02 00:00:00+00:00,24.738525540750466,4.672233886926484,4
2025-05-03 00:00:00+00:00,24.83948208293727,4.672233886926484,4
2025-05-04 00:00:00+00:00,24.72163390421305,4.672233886926484,4
2025-05-05 00:00:00+00:00,24.543954762229127,4.672233886926484,4
2025-05-06 00:00:00+00:00,24.69245255798234,4.672233886926484,4
2025-05-07 00:00:00+00:00,24.824522137332306,4.672233886926484,4
2025-05-08 00:00:00+00:00,24.877702701319343,4.672233886926484,4
2025-05-09 00:00:00+00:00,25.70860635036049,4.632072172984365,4
2025-05-10 00:00:00+00:00,25.950081766653312,4.632072172984365,4
2025-05-11 00:00:00+00:00,26.29602556720423,4.632072172984365,4
2025-05-12 00:00:00+00:00,26.025931898025128,4.632072172984365,4
2025-05-13 00:00:00+00:00,26.171669212255438,4.632072172984365,4
2025-05-14 00:00:00+00:00,26.371012069176782,4.632072172984365,4
2025-05-15 00:00:00+00:00,26.096155019345968,4.632072172984365,4
2025-05-16 00:00:00+00:00,25.91681428764021,4.632072172984365,4
2025-05-17 00:00:00+00:00,25.83151502677507,4.632072172984365,4
2025-05-18 00:00:00+00:00,25.716064347309306,4.632072172984365,4
2025-05-19 00:00:00+00:00,25.884634235107477,4.632072172984365,4
2025-05-20 00:00:00+00:00,25.79856308077273,4.632072172984365,4
2025-05-21 00:00:00+00:00,25.85679855874483,4.632072172984365,4
2025-05-22 00:00:00+00:00,26.18707288785292,4.632072172984365,4
2025-05-23 00:00:00+00:00,27.829281963862236,5.1967488396107715,4
2025-05-24 00:00:00+00:00,26.46499862646394,5.1967488396107715,4
2025-05-25 00:00:00+00:00,26.713533626829488,5.1967488396107715,4
2025-05-26 00:00:00+00:00,26.729323083467918,5.1967488396107715,4
2025-05-27 00:00:00+00:00,26.762618220671506,5.1967488396107715,4
2025-05-28 00:00:00+00:00,27.09801747714577,5.1967488396107715,4
2025-05-29 00:00:00+00:00,26.92482027011806,5.1967488396107715,4
2025-05-30 00:00:00+00:00,26.635506199612482,5.1967488396107715,4
2025-05-31 00:00:00+00:00,25.785731422550874,5.1967488396107715,4
2025-06-01 00:00:00+00:00,25.93546757433906,5.1967488396107715,4
2025-06-02 00:00:00+00:00,26.109110506802097,5.1967488396107715,4
2025-06-03 00:00:00+00:00,26.224635243279636,5.1967488396107715,4
2025-06-04 00:00:00+00:00,26.148462132484,5.1967488396107715,4
2025-06-05 00:00:00+00:00,26.118505417768432,5.1967488396107715,4
2025-06-06 00:00:00+00:00,26.077455085251565,20.53855281924667,1
2025-06-07 00:00:00+00:00,26.085369293243073,20.53855281924667,1
2025-06-08 00:00:00+00:00,26.078598109937502,20.53855281924667,1
2025-06-09 00:00:00+00:00,26.078231082039707,20.53855281924667,1
2025-06-10 00:00:00+00:00,26.095561826583882,20.53855281924667,1
2025-06-11 00:00:00+00:00,26.085403728940417,20.53855281924667,1
2025-06-12 00:00:00+00:00,26.08774402679377,20.53855281924667,1
2025-06-13 00:00:00+00:00,26.07382641951669,20.53855281924667,1
2025-06-14 00:00:00+00:00,26.082784468751054,20.53855281924667,1
2025-06-15 00:00:00+00:00,26.084663405856908,20.53855281924667,1
2025-06-16 00:00:00+00:00,26.095006009163907,20.53855281924667,1
2025-06-17 00:00:00+00:00,26.069556295366468,20.53855281924667,1
2025-06-18 00:00:00+00:00,26.079162505365048,20.53855281924667,1
2025-06-19 00:00:00+00:00,26.072126183619943,20.53855281924667,1
2025-06-20 00:00:00+00:00,26.387785924540047,5.199521132750209,4
2025-06-21 00:00:00+00:00,26.207859225837353,5.199521132750209,4
2025-06-22 00:00:00+00:00,25.91609430093051,5.199521132750209,4
2025-06-23 00:00:00+00:00,25.80841725611686,5.199521132750209,4
2025-06-24 00:00:00+00:00,26.417960694205163,5.199521132750209,4
2025-06-25 00:00:00+00:00,26.51275552824802,5.199521132750209,4
2025-06-26 00:00:00+00:00,26.573957072685698,5.199521132750209,4
2025-06-27 00:00:00+00:00,26.357320956649463,5.199521132750209,4
2025-06-28 00:00:00+00:00,26.448028488487143,5.199521132750209,4
2025-06-29 00:00:00+00:00,26.57474127409332,5.199521132750209,4
2025-06-30 00:00:00+00:00,26.686334246574148,5.199521132750209,4
2025-07-01 00:00:00+00:00,26.696439777210003,5.199521132750209,4
2025-07-02 00:00:00+00:00,26.451027963614052,5.199521132750209,4
2025-07-03 00:00:00+00:00,26.759853222376407,5.199521132750209,4
2025-07-04 00:00:00+00:00,25.980748035897868,9.925403605380682,3
2025-07-05 00:00:00+00:00,25.89735219738484,9.925403605380682,3
2025-07-06 00:00:00+00:00,25.907376302071043,9.925403605380682,3
2025-07-07 00:00:00+00:00,25.95872043202408,9.925403605380682,3
2025-07-08 00:00:00+00:00,25.91587930296249,9.925403605380682,3
2025-07-09 00:00:00+00:00,25.94865707500912,9.925403605380682,3
2025-07-10 00:00:00+00:00,26.070013121118933,9.925403605380682,3
2025-07-11 00:00:00+00:00,26.313503482874683,9.925403605380682,3
2025-07-12 00:00:00+00:00,26.388908393825325,9.925403605380682,3
2025-07-13 00:00:00+00:00,26.377644474148404,9.925403605380682,3
2025-07-14 00:00:00+00:00,26.481628138471564,9.925403605380682,3
2025-07-15 00:00:00+00:00,26.50391332467355,9.925403605380682,3
2025-07-16 00:00:00+00:00,26.3945614173666,9.925403605380682,3
2025-07-17 00:00:00+00:00,26.461415114727124,9.925403605380682,3
2025-07-18 00:00:00+00:00,26.2155235411949,10.120384317687972,3
2025-07-19 00:00:00+00:00,26.137275999162988,10.120384317687972,3
2025-07-20 00:00:00+00:00,26.142359041093542,10.120384317687972,3
2025-07-21 00:00:00+00:00,26.1111692987505,10.120384317687972,3
2025-07-22 00:00:00+00:00,26.140658989669742,10.120384317687972,3
2025-07-23 00:00:00+00:00,26.23742900824529,10.120384317687972,3
2025-07-24 00:00:00+00:00,26.178841730400478,10.120384317687972,3
2025-07-25 00:00:00+00:00,26.15748542260272,10.120384317687972,3
2025-07-26 00:00:00+00:00,26.123326184885226,10.120384317687972,3
2025-07-27 00:00:00+00:00,26.166563605381768,10.120384317687972,3
2025-07-28 00:00:00+00:00,26.2162256467121,10.120384317687972,3
2025-07-29 00:00:00+00:00,26.152406298057826,10.120384317687972,3
2025-07-30 00:00:00+00:00,26.134950260634653,10.120384317687972,3
2025-07-31 00:00:00+00:00,26.13461889473886,10.120384317687972,3
2025-08-01 00:00:00+00:00,25.38505167807816,19.561378504555123,1
2025-08-02 00:00:00+00:00,25.440618627588833,19.561378504555123,1
2025-08-03 00:00:00+00:00,25.315391481912688,19.561378504555123,1
2025-08-04 00:00:00+00:00,25.68406743803029,19.561378504555123,1
2025-08-05 00:00:00+00:00,25.844557185586037,19.561378504555123,1
2025-08-06 00:00:00+00:00,25.345354736241454,19.561378504555123,1
2025-08-07 00:00:00+00:00,25.72755618445724,19.561378504555123,1
2025-08-08 00:00:00+00:00,25.978185774389505,19.561378504555123,1
2025-08-09 00:00:00+00:00,26.08188251603498,19.561378504555123,1
2025-08-10 00:00:00+00:00,26.19621880775455,19.561378504555123,1
2025-08-11 00:00:00+00:00,26.144220253680857,19.561378504555123,1
