date,Multi_Asset,Single_Asset
2024-10-11 00:00:00+00:00,20.0,
2024-10-12 00:00:00+00:00,20.0,
2024-10-13 00:00:00+00:00,20.0,
2024-10-14 00:00:00+00:00,20.0,
2024-10-15 00:00:00+00:00,20.0,
2024-10-16 00:00:00+00:00,20.0,
2024-10-17 00:00:00+00:00,20.0,
2024-10-18 00:00:00+00:00,20.0,
2024-10-19 00:00:00+00:00,20.0,
2024-10-20 00:00:00+00:00,20.0,
2024-10-21 00:00:00+00:00,20.0,
2024-10-22 00:00:00+00:00,20.0,
2024-10-23 00:00:00+00:00,20.0,
2024-10-24 00:00:00+00:00,20.0,
2024-10-25 00:00:00+00:00,20.53486704472728,22.64162584590936
2024-10-26 00:00:00+00:00,19.985320397978445,22.10113131132164
2024-10-27 00:00:00+00:00,20.14302297646504,22.24468671129048
2024-10-28 00:00:00+00:00,20.104132254604156,22.550182503960198
2024-10-29 00:00:00+00:00,20.29191593513153,23.183071591945335
2024-10-30 00:00:00+00:00,21.121341731528858,24.157525927298423
2024-10-31 00:00:00+00:00,21.145048361102063,24.011981757960417
2024-11-01 00:00:00+00:00,20.73882251787748,23.32237614310734
2024-11-02 00:00:00+00:00,20.741216113262215,23.07108768189983
2024-11-03 00:00:00+00:00,20.54937133063143,23.001795279348848
2024-11-04 00:00:00+00:00,20.610475383243234,22.837277640545604
2024-11-05 00:00:00+00:00,20.3205474527239,22.501968994596528
2024-11-06 00:00:00+00:00,20.751805073209944,23.01383242210184
2024-11-07 00:00:00+00:00,21.838132280941796,25.100104113888907
2024-11-08 00:00:00+00:00,19.683980274063437,25.2217049973403
2024-11-09 00:00:00+00:00,19.72396993773141,25.408502948559253
2024-11-10 00:00:00+00:00,19.713144014974077,25.43512458958802
2024-11-11 00:00:00+00:00,19.950539396028528,26.70853342297841
2024-11-12 00:00:00+00:00,20.430528272577302,29.420555432515567
2024-11-13 00:00:00+00:00,20.432239083910062,29.296808836001286
2024-11-14 00:00:00+00:00,20.54704391377953,30.034833641840372
2024-11-15 00:00:00+00:00,20.38421490121652,29.01232429380858
2024-11-16 00:00:00+00:00,20.584409727944774,30.187475477551704
2024-11-17 00:00:00+00:00,20.568848368749002,30.07411800399718
2024-11-18 00:00:00+00:00,20.52624056218047,29.82020466404615
2024-11-19 00:00:00+00:00,20.569355977059203,30.050276073089286
2024-11-20 00:00:00+00:00,20.656948181238626,30.620192389328313
2024-11-21 00:00:00+00:00,20.777112028287576,31.272538472522143
2024-11-22 00:00:00+00:00,27.13249372388221,32.69717218765955
2024-11-23 00:00:00+00:00,28.85141057522429,32.83603977573981
2024-11-24 00:00:00+00:00,29.130997957078804,32.421792959734084
2024-11-25 00:00:00+00:00,28.715550554724544,32.533474737804504
2024-11-26 00:00:00+00:00,27.30278478124038,30.87014445057518
2024-11-27 00:00:00+00:00,27.813091966709916,30.51403710948208
2024-11-28 00:00:00+00:00,28.563412084550272,31.85809834488692
2024-11-29 00:00:00+00:00,28.73751442952433,31.75202173695903
2024-11-30 00:00:00+00:00,29.36945483545535,32.346707129910115
2024-12-01 00:00:00+00:00,29.32234402415046,32.03466723514982
2024-12-02 00:00:00+00:00,29.99293132924135,32.29972708520428
2024-12-03 00:00:00+00:00,30.294933217234743,31.80895942847716
2024-12-04 00:00:00+00:00,30.855779181511863,31.87484385656061
2024-12-05 00:00:00+00:00,30.775467046890547,32.820762983379076
2024-12-06 00:00:00+00:00,33.112550121740966,59.29184700433744
2024-12-07 00:00:00+00:00,34.04541834730009,62.24250784203962
2024-12-08 00:00:00+00:00,34.0741509691332,63.155535468151164
2024-12-09 00:00:00+00:00,33.83243721087363,62.358751363578804
2024-12-10 00:00:00+00:00,30.82848808678009,51.87610270155605
2024-12-11 00:00:00+00:00,31.338241043299423,54.58739890440966
2024-12-12 00:00:00+00:00,31.84915653867363,54.816472091484854
2024-12-13 00:00:00+00:00,31.856152376272806,53.45466690321326
2024-12-14 00:00:00+00:00,32.044317594559814,54.84193395845732
2024-12-15 00:00:00+00:00,31.433283394688175,53.424637983119005
2024-12-16 00:00:00+00:00,31.894119510008167,54.368824144314075
2024-12-17 00:00:00+00:00,31.472839587941742,52.8490063813972
2024-12-18 00:00:00+00:00,31.446805833280603,53.93081021886384
2024-12-19 00:00:00+00:00,30.236489406962914,49.85901889342934
2024-12-20 00:00:00+00:00,30.60672463857336,59.19316421453177
2024-12-21 00:00:00+00:00,30.650786797114304,59.684430902082056
2024-12-22 00:00:00+00:00,30.507713282692478,58.70281434744254
2024-12-23 00:00:00+00:00,30.251713184028834,57.6978134338249
2024-12-24 00:00:00+00:00,30.387219188575642,59.1827861339845
2024-12-25 00:00:00+00:00,30.875839101515616,61.08500758719469
2024-12-26 00:00:00+00:00,30.831475589641936,60.29316322738254
2024-12-27 00:00:00+00:00,30.161616305078603,56.53680880572838
2024-12-28 00:00:00+00:00,30.03328145305119,56.20913055750103
2024-12-29 00:00:00+00:00,30.20667374704383,57.24016445453924
2024-12-30 00:00:00+00:00,29.85295943740885,55.004026854152
2024-12-31 00:00:00+00:00,29.668074051725092,53.98195062428334
2025-01-01 00:00:00+00:00,29.794396917098137,54.575199788546
2025-01-02 00:00:00+00:00,30.546396824592726,60.764550328105464
2025-01-03 00:00:00+00:00,29.851450357769217,58.47159567276917
2025-01-04 00:00:00+00:00,29.851531113746134,59.215497253995586
2025-01-05 00:00:00+00:00,29.86234360758317,59.319576183766685
2025-01-06 00:00:00+00:00,29.855240465374056,59.384687826458595
2025-01-07 00:00:00+00:00,29.858422703274126,61.7179486431254
2025-01-08 00:00:00+00:00,29.854408313154604,58.531938745817044
2025-01-09 00:00:00+00:00,29.852749070061773,57.36350808923616
2025-01-10 00:00:00+00:00,29.878724262902544,55.76942200188748
2025-01-11 00:00:00+00:00,29.862425215716463,57.1944135115397
2025-01-12 00:00:00+00:00,29.861244087880465,57.08750971819028
2025-01-13 00:00:00+00:00,29.86500233353143,57.02425144915173
2025-01-14 00:00:00+00:00,29.869825618324352,57.02520440836461
2025-01-15 00:00:00+00:00,29.864821962552792,58.30371973048271
2025-01-16 00:00:00+00:00,29.874705613398145,60.561074594015864
2025-01-17 00:00:00+00:00,28.708727005448022,60.39893157485504
2025-01-18 00:00:00+00:00,28.700738355350076,62.883912858309905
2025-01-19 00:00:00+00:00,28.697232971484013,62.98891318383598
2025-01-20 00:00:00+00:00,28.69841512067636,61.14196494604076
2025-01-21 00:00:00+00:00,28.658380666045105,61.437529112947146
2025-01-22 00:00:00+00:00,28.72381618426113,64.10435930768794
2025-01-23 00:00:00+00:00,28.698691529064526,62.58980544652778
2025-01-24 00:00:00+00:00,28.697450224015956,62.82771636646903
2025-01-25 00:00:00+00:00,28.707980055296133,63.2911214874016
2025-01-26 00:00:00+00:00,28.70311867932901,63.2674847808405
2025-01-27 00:00:00+00:00,28.691606685794547,61.91286224599931
2025-01-28 00:00:00+00:00,28.70498620196983,61.55438575625081
2025-01-29 00:00:00+00:00,28.708317725158437,61.16477077585764
2025-01-30 00:00:00+00:00,28.6919477918242,62.617241089246974
2025-01-31 00:00:00+00:00,28.13195360282989,58.20380430822452
2025-02-01 00:00:00+00:00,27.993449717743275,56.45453945624325
2025-02-02 00:00:00+00:00,27.904339676562206,53.53789831712102
2025-02-03 00:00:00+00:00,27.78133861276055,47.76329019752883
2025-02-04 00:00:00+00:00,27.963214885885137,50.04052364944181
2025-02-05 00:00:00+00:00,27.78072549950287,47.196508252804485
2025-02-06 00:00:00+00:00,27.673198569724054,44.28074826879912
2025-02-07 00:00:00+00:00,27.658980549807257,43.15367769044117
2025-02-08 00:00:00+00:00,27.68012867060847,44.46094888629738
2025-02-09 00:00:00+00:00,27.664906892681174,45.07799679643587
2025-02-10 00:00:00+00:00,27.680676321365357,44.57219116318757
2025-02-11 00:00:00+00:00,27.711231862844794,44.982680592654965
2025-02-12 00:00:00+00:00,27.613095053683992,44.89885746805701
2025-02-13 00:00:00+00:00,27.745823183424992,45.93692769404576
2025-02-14 00:00:00+00:00,27.325691030612823,53.530638325912655
2025-02-15 00:00:00+00:00,27.32677994712951,54.04443572331359
2025-02-16 00:00:00+00:00,27.31712685822171,54.08960015098075
2025-02-17 00:00:00+00:00,27.312999446992805,53.30206403086831
2025-02-18 00:00:00+00:00,27.31194353201579,53.09517898769027
2025-02-19 00:00:00+00:00,27.32070783089694,52.93980881803105
2025-02-20 00:00:00+00:00,27.319427501318728,53.52687282056739
2025-02-21 00:00:00+00:00,27.315015138474166,54.54105793773803
2025-02-22 00:00:00+00:00,27.31229705936466,53.294195871247425
2025-02-23 00:00:00+00:00,27.320719232380217,53.53201878045147
2025-02-24 00:00:00+00:00,27.32219018261533,53.40080497825785
2025-02-25 00:00:00+00:00,27.259860240254394,50.66738774804123
2025-02-26 00:00:00+00:00,27.322407676651075,49.20330481972359
2025-02-27 00:00:00+00:00,27.313966412243474,46.51148834540727
2025-02-28 00:00:00+00:00,26.309285498939346,46.959988097103434
2025-03-01 00:00:00+00:00,26.28735164192888,46.811836983269345
2025-03-02 00:00:00+00:00,26.28662254354097,47.678510065805725
2025-03-03 00:00:00+00:00,26.29255936959178,52.2555206164439
2025-03-04 00:00:00+00:00,26.294335281803626,47.74473362557016
2025-03-05 00:00:00+00:00,26.286942028296483,48.40226387440186
2025-03-06 00:00:00+00:00,26.288981496195905,50.227948537813816
2025-03-07 00:00:00+00:00,26.285722967576483,49.8938423344422
2025-03-08 00:00:00+00:00,26.301527898672582,48.1043083980371
2025-03-09 00:00:00+00:00,26.285587233656884,47.75486145857732
2025-03-10 00:00:00+00:00,26.27164360121475,44.76579869904462
2025-03-11 00:00:00+00:00,26.291263057356034,43.675248068243285
2025-03-12 00:00:00+00:00,26.289606455730286,45.90112599614003
2025-03-13 00:00:00+00:00,26.289332266938306,46.502690991083476
2025-03-14 00:00:00+00:00,25.05315705753683,44.95858638723682
2025-03-15 00:00:00+00:00,25.05470436867271,46.55117783315383
2025-03-16 00:00:00+00:00,25.059513546261428,46.784002003764186
2025-03-17 00:00:00+00:00,25.06045629688186,45.79663299400264
2025-03-18 00:00:00+00:00,25.06045308936918,46.608641581931984
2025-03-19 00:00:00+00:00,25.0551946628651,45.89055002866056
2025-03-20 00:00:00+00:00,25.051357595733897,48.127650103344536
2025-03-21 00:00:00+00:00,25.057867953808913,46.71700820793524
2025-03-22 00:00:00+00:00,25.05659872627141,46.57214609096595
2025-03-23 00:00:00+00:00,25.0535472637172,46.452278346521645
2025-03-24 00:00:00+00:00,25.052940830062482,47.55790901974856
2025-03-25 00:00:00+00:00,25.049496227295634,48.41164620216428
2025-03-26 00:00:00+00:00,25.052434690209715,48.518558293347695
2025-03-27 00:00:00+00:00,25.05260649541535,48.20826313592188
2025-03-28 00:00:00+00:00,25.640466878135694,48.355955497681364
2025-03-29 00:00:00+00:00,25.301118439320916,46.76613933193678
2025-03-30 00:00:00+00:00,25.06234833634236,45.834637678853724
2025-03-31 00:00:00+00:00,25.021384763269676,45.65569262735529
2025-04-01 00:00:00+00:00,25.06169888967721,45.74312331882396
2025-04-02 00:00:00+00:00,25.272636419508082,47.25293957148891
2025-04-03 00:00:00+00:00,24.863103929499488,45.74995783653829
2025-04-04 00:00:00+00:00,24.969219393508858,46.10340331955627
2025-04-05 00:00:00+00:00,25.06633098278383,46.48481922048922
2025-04-06 00:00:00+00:00,25.02071376998736,46.34283344963584
2025-04-07 00:00:00+00:00,24.349792838074638,43.35789657270383
2025-04-08 00:00:00+00:00,24.40751901525909,43.89441815456918
2025-04-09 00:00:00+00:00,24.22446807116379,42.314359139962974
2025-04-10 00:00:00+00:00,24.869809412480045,45.803037485245554
2025-04-11 00:00:00+00:00,23.433223956637356,44.12562542347082
2025-04-12 00:00:00+00:00,23.410111138389794,46.25602100022118
2025-04-13 00:00:00+00:00,23.4080446035424,47.290364736312995
2025-04-14 00:00:00+00:00,23.401515034154365,46.34556903031173
2025-04-15 00:00:00+00:00,23.399727054063455,46.85704634731538
2025-04-16 00:00:00+00:00,23.391407217401877,46.37643198715419
2025-04-17 00:00:00+00:00,23.405686367658838,46.625502014779784
2025-04-18 00:00:00+00:00,23.410226683015132,47.08292671630005
2025-04-19 00:00:00+00:00,23.407399777898764,46.80731830603325
2025-04-20 00:00:00+00:00,23.408353534653752,47.19144627801582
2025-04-21 00:00:00+00:00,23.404726412632314,47.16178928845957
2025-04-22 00:00:00+00:00,23.39968886979696,48.48056365684282
2025-04-23 00:00:00+00:00,23.42584711761863,51.87557550791492
2025-04-24 00:00:00+00:00,23.405116430949374,51.891810945998024
2025-04-25 00:00:00+00:00,24.621656061552738,52.04002767762566
2025-04-26 00:00:00+00:00,24.59349724940722,52.53912341325296
2025-04-27 00:00:00+00:00,24.839487018281424,52.467584720347574
2025-04-28 00:00:00+00:00,24.628483116650685,52.00483842599949
2025-04-29 00:00:00+00:00,24.77612189534172,52.681869940316666
2025-04-30 00:00:00+00:00,24.591533557056362,52.252652650930315
2025-05-01 00:00:00+00:00,24.640351205965715,52.241229271695396
2025-05-02 00:00:00+00:00,24.738525540750466,53.455954628523756
2025-05-03 00:00:00+00:00,24.83948208293727,53.69356919637862
2025-05-04 00:00:00+00:00,24.72163390421305,53.17651088572332
2025-05-05 00:00:00+00:00,24.543954762229127,52.291603070872476
2025-05-06 00:00:00+00:00,24.69245255798234,52.531202447857275
2025-05-07 00:00:00+00:00,24.824522137332306,53.692994790687
2025-05-08 00:00:00+00:00,24.877702701319343,53.78832479589422
2025-05-09 00:00:00+00:00,25.70860635036049,53.1804457921072
2025-05-10 00:00:00+00:00,25.950081766653312,60.392080078944865
2025-05-11 00:00:00+00:00,26.29602556720423,63.221561155984745
2025-05-12 00:00:00+00:00,26.025931898025128,58.32218374878059
2025-05-13 00:00:00+00:00,26.171669212255438,55.58562651343949
2025-05-14 00:00:00+00:00,26.371012069176782,58.4590342155952
2025-05-15 00:00:00+00:00,26.096155019345968,56.865453707622024
2025-05-16 00:00:00+00:00,25.91681428764021,54.167910662765856
2025-05-17 00:00:00+00:00,25.83151502677507,53.9509585239477
2025-05-18 00:00:00+00:00,25.716064347309306,53.64575090074748
2025-05-19 00:00:00+00:00,25.884634235107477,56.123074824973436
2025-05-20 00:00:00+00:00,25.79856308077273,54.62644424079514
2025-05-21 00:00:00+00:00,25.85679855874483,61.132406943258204
2025-05-22 00:00:00+00:00,26.18707288785292,61.65578156423359
2025-05-23 00:00:00+00:00,27.829281963862236,64.17426397608386
2025-05-24 00:00:00+00:00,26.46499862646394,60.85698395535491
2025-05-25 00:00:00+00:00,26.713533626829488,61.08954183623059
2025-05-26 00:00:00+00:00,26.729323083467918,61.50439330239175
2025-05-27 00:00:00+00:00,26.762618220671506,61.880015201650316
2025-05-28 00:00:00+00:00,27.09801747714577,64.29324846234702
2025-05-29 00:00:00+00:00,26.92482027011806,64.63555457753009
2025-05-30 00:00:00+00:00,26.635506199612482,63.59394883412208
2025-05-31 00:00:00+00:00,25.785731422550874,60.96958797738481
2025-06-01 00:00:00+00:00,25.93546757433906,61.160059065273536
2025-06-02 00:00:00+00:00,26.109110506802097,61.30417695354122
2025-06-03 00:00:00+00:00,26.224635243279636,63.0287593558687
2025-06-04 00:00:00+00:00,26.148462132484,62.684160276512024
2025-06-05 00:00:00+00:00,26.118505417768432,63.04339354404348
2025-06-06 00:00:00+00:00,26.077455085251565,58.356940776772724
2025-06-07 00:00:00+00:00,26.085369293243073,59.94086863729064
2025-06-08 00:00:00+00:00,26.078598109937502,60.670945078075526
2025-06-09 00:00:00+00:00,26.078231082039707,60.67714114097477
2025-06-10 00:00:00+00:00,26.095561826583882,63.30035839253666
2025-06-11 00:00:00+00:00,26.085403728940417,63.27231836563982
2025-06-12 00:00:00+00:00,26.08774402679377,62.39237418346986
2025-06-13 00:00:00+00:00,26.07382641951669,60.84189517443295
2025-06-14 00:00:00+00:00,26.082784468751054,60.87997783028165
2025-06-15 00:00:00+00:00,26.084663405856908,60.55695984713229
2025-06-16 00:00:00+00:00,26.095006009163907,60.59805782690665
2025-06-17 00:00:00+00:00,26.069556295366468,61.399937901432736
2025-06-18 00:00:00+00:00,26.079162505365048,60.09798350820618
2025-06-19 00:00:00+00:00,26.072126183619943,60.120528272239696
2025-06-20 00:00:00+00:00,26.387785924540047,60.10213145739005
2025-06-21 00:00:00+00:00,26.207859225837353,59.29808895254931
2025-06-22 00:00:00+00:00,25.91609430093051,58.289100037423054
2025-06-23 00:00:00+00:00,25.80841725611686,57.898725231081414
2025-06-24 00:00:00+00:00,26.417960694205163,60.573446790523924
2025-06-25 00:00:00+00:00,26.51275552824802,60.84008119918471
2025-06-26 00:00:00+00:00,26.573957072685698,61.56485085248457
2025-06-27 00:00:00+00:00,26.357320956649463,61.41873399270676
2025-06-28 00:00:00+00:00,26.448028488487143,61.47321714577175
2025-06-29 00:00:00+00:00,26.57474127409332,61.61827306271404
2025-06-30 00:00:00+00:00,26.686334246574148,62.22969942073402
2025-07-01 00:00:00+00:00,26.696439777210003,61.50415126676895
2025-07-02 00:00:00+00:00,26.451027963614052,60.63187527676022
2025-07-03 00:00:00+00:00,26.759853222376407,62.47531227912033
2025-07-04 00:00:00+00:00,25.980748035897868,62.92181891807051
2025-07-05 00:00:00+00:00,25.89735219738484,62.02548067690396
2025-07-06 00:00:00+00:00,25.907376302071043,62.12685198001216
2025-07-07 00:00:00+00:00,25.95872043202408,62.69964097916154
2025-07-08 00:00:00+00:00,25.91587930296249,62.174644192022456
2025-07-09 00:00:00+00:00,25.94865707500912,62.54922535463165
2025-07-10 00:00:00+00:00,26.070013121118933,63.9123157026754
2025-07-11 00:00:00+00:00,26.313503482874683,66.52565414389268
2025-07-12 00:00:00+00:00,26.388908393825325,67.49665996440753
2025-07-13 00:00:00+00:00,26.377644474148404,67.40935904588616
2025-07-14 00:00:00+00:00,26.481628138471564,68.38451234927254
2025-07-15 00:00:00+00:00,26.50391332467355,68.7956303084761
2025-07-16 00:00:00+00:00,26.3945614173666,67.55818537695166
2025-07-17 00:00:00+00:00,26.461415114727124,68.1724460155081
2025-07-18 00:00:00+00:00,26.2155235411949,112.87640259812716
2025-07-19 00:00:00+00:00,26.137275999162988,119.11714038725829
2025-07-20 00:00:00+00:00,26.142359041093542,115.17224725299448
2025-07-21 00:00:00+00:00,26.1111692987505,115.21470562435292
2025-07-22 00:00:00+00:00,26.140658989669742,137.8918420982628
2025-07-23 00:00:00+00:00,26.23742900824529,156.86185856179162
2025-07-24 00:00:00+00:00,26.178841730400478,159.5102936436281
2025-07-25 00:00:00+00:00,26.15748542260272,139.59476650580737
2025-07-26 00:00:00+00:00,26.123326184885226,145.1437547427061
2025-07-27 00:00:00+00:00,26.166563605381768,156.15648732445436
2025-07-28 00:00:00+00:00,26.2162256467121,160.29324457183296
2025-07-29 00:00:00+00:00,26.152406298057826,149.68482637105356
2025-07-30 00:00:00+00:00,26.134950260634653,141.34478098763208
2025-07-31 00:00:00+00:00,26.13461889473886,131.92769981312568
2025-08-01 00:00:00+00:00,25.38505167807816,89.93127587123583
2025-08-02 00:00:00+00:00,25.440618627588833,85.67457152106886
2025-08-03 00:00:00+00:00,25.315391481912688,82.3865745656153
2025-08-04 00:00:00+00:00,25.68406743803029,89.39543887848409
2025-08-05 00:00:00+00:00,25.844557185586037,92.72992786017181
2025-08-06 00:00:00+00:00,25.345354736241454,88.84029669719413
2025-08-07 00:00:00+00:00,25.72755618445724,89.7343729835828
2025-08-08 00:00:00+00:00,25.978185774389505,98.13013183350564
2025-08-09 00:00:00+00:00,26.08188251603498,100.70445493756631
2025-08-10 00:00:00+00:00,26.19621880775455,100.30879662315861
2025-08-11 00:00:00+00:00,26.144220253680857,99.76496325163133
